Number of nodes 43013 
    44 : -1.8408827e+06  9.9608711e+05  1.0000000e+02
    45 : -1.5468953e+06  1.3948017e+06  1.0000000e+02
    46 : -8.7342329e+05  1.6445037e+06  1.0000000e+02
    47 : -3.0430134e+05  1.4036468e+06  1.0000000e+02
    48 :  2.8349727e+05  2.0842035e+06  1.0000000e+02
    49 :  8.2799582e+05  2.4037834e+06  1.0000000e+02
    50 :  8.8415131e+05  2.1610108e+06  1.0000000e+02
    51 :  1.7881400e+06  1.8578074e+06  1.0000000e+02
    52 :  2.2901389e+06  1.5514014e+06  1.0000000e+02
    53 :  1.9562302e+06  1.0499672e+06  1.0000000e+02
    54 :  2.8068422e+06  5.7008269e+05  1.0000000e+02
    55 :  3.5455416e+06  5.3893655e+05  1.0000000e+02
    56 :  3.4566688e+06  1.0325343e+06  1.0000000e+02
    57 :  2.5176684e+06  1.1040120e+06  1.0000000e+02
    58 :  2.9621630e+06  1.6235505e+06  1.0000000e+02
    59 :  3.8545009e+06  1.3035899e+06  1.0000000e+02
    60 :  3.7795127e+06  5.6680666e+05  1.0000000e+02
    61 :  4.6353732e+06  6.8562070e+04  1.0000000e+02
    62 :  5.4583395e+06 -2.2123940e+05  6.1448256e+02
    63 :  6.0238563e+06 -9.5661319e+05  1.0000000e+02
    64 :  6.1214444e+06 -2.3115341e+04  1.0000000e+02
    65 :  5.3835410e+06  7.4829622e+05  4.6675867e+02
    66 :  5.6597467e+06  1.7863751e+06  8.7261108e+02
    67 :  5.1885738e+06  1.4254236e+06  1.0000000e+02
    68 :  5.8740829e+06  2.3780803e+06  1.0000000e+02
    69 :  4.9389075e+06  2.6144484e+06  1.0000000e+02
    70 :  4.2517280e+06  3.0007186e+06  1.0000000e+02
    71 :  4.2906539e+06  3.7677491e+06  9.9533965e+02
    72 :  5.0359254e+06  2.9313601e+06  1.0000000e+02
    73 :  5.6094568e+06  3.1222750e+06  1.0000000e+02
    74 :  5.3293639e+06  3.8559849e+06  1.2270983e+02
    75 :  6.3149624e+06  4.5763314e+06  1.0000000e+02
    76 :  6.8101319e+06  5.8936055e+06  1.0000000e+02
    77 :  7.0479054e+06  7.2419179e+06  6.0657482e+02
    78 :  5.4887100e+06  7.6586009e+06  1.0000000e+02
    79 :  4.3246190e+06  7.2710842e+06  1.0000000e+02
    80 :  5.0315461e+06  6.5322819e+06  1.0000000e+02
    81 :  4.7871026e+06  5.5724193e+06  1.0000000e+02
    82 :  4.2656238e+06  6.7047469e+06  1.0000000e+02
    83 :  3.1760170e+06  7.5080715e+06  1.0000000e+02
    84 :  2.6835805e+06  8.6504280e+06  1.0000000e+02
    85 :  2.5536039e+06  1.0282846e+07  1.0000000e+02
    86 :  1.7032528e+06  9.8701985e+06  1.0000000e+02
    87 :  6.0403486e+05  8.9009776e+06  1.0000000e+02
    88 : -5.0288678e+05  8.8902566e+06  1.0000000e+02
    89 : -1.1610312e+06  9.3998302e+06  1.0000000e+02
    90 : -1.5443184e+06  1.0182319e+07  1.0000000e+02
    91 : -1.8832433e+06  1.1105225e+07  1.0000000e+02
    92 : -2.5907841e+06  1.1965037e+07  1.0000000e+02
    93 : -2.6958229e+06  1.1398005e+07  1.0000000e+02
    94 : -1.9844754e+06  1.0887309e+07  1.0000000e+02
    95 : -1.7691117e+06  1.0048411e+07  1.0000000e+02
    96 : -2.2775819e+06  1.0100960e+07  1.0000000e+02
    97 : -2.7268229e+06  1.0412130e+07  1.0000000e+02
    98 : -3.0767361e+06  1.0251488e+07  1.0000000e+02
    99 : -3.3273002e+06  9.9420296e+06  1.0000000e+02
   100 : -3.3731168e+06  9.5908219e+06  1.0000000e+02
   101 : -3.1987786e+06  9.2974295e+06  1.0000000e+02
   102 : -2.9468047e+06  9.0933439e+06  1.0000000e+02
   103 : -2.6652739e+06  8.9401257e+06  1.0000000e+02
   104 : -2.4647692e+06  8.6958354e+06  1.0000000e+02
   105 : -2.5635747e+06  8.4129394e+06  1.0000000e+02
   106 : -2.7638019e+06  8.2064238e+06  1.0000000e+02
   107 : -3.0110396e+06  8.1458250e+06  1.0000000e+02
   108 : -3.2350188e+06  8.0179104e+06  1.0000000e+02
   109 : -3.3878545e+06  7.8250245e+06  1.0000000e+02
   110 : -3.5758411e+06  7.6821812e+06  1.0000000e+02
   111 : -3.7440214e+06  7.5351291e+06  1.0000000e+02
   112 : -3.8314680e+06  7.3389990e+06  1.0000000e+02
   113 : -3.9031647e+06  7.1492150e+06  1.0000000e+02
   114 : -3.9413429e+06  6.9643834e+06  1.0000000e+02
   115 : -3.9319113e+06  6.7831608e+06  1.0000000e+02
   116 : -3.9373027e+06  6.6110210e+06  1.0000000e+02
   117 : -3.9438555e+06  6.4480925e+06  1.0000000e+02
   118 : -3.8810917e+06  6.3201902e+06  1.0000000e+02
   119 : -3.7281955e+06  6.3029444e+06  1.0000000e+02
   120 : -3.6077664e+06  6.2122382e+06  1.0000000e+02
   121 : -3.5603952e+06  6.0707034e+06  1.0000000e+02
   122 : -3.5242235e+06  5.9339056e+06  1.0000000e+02
   123 : -3.4086002e+06  5.8497984e+06  1.0000000e+02
   124 : -3.2944605e+06  5.7624555e+06  1.0000000e+02
   125 : -3.2754342e+06  5.6272374e+06  1.0000000e+02
   126 : -3.3375491e+06  5.5022015e+06  1.0000000e+02
   127 : -3.3366944e+06  5.3851024e+06  1.0000000e+02
   128 : -3.2030579e+06  5.4083314e+06  1.0000000e+02
   129 : -3.0877427e+06  5.4917442e+06  1.0000000e+02
   130 : -2.9500412e+06  5.4438816e+06  1.0000000e+02
   131 : -2.8917795e+06  5.3402916e+06  1.0000000e+02
   132 : -2.9384895e+06  5.1978913e+06  1.0000000e+02
   133 : -3.0009987e+06  5.0658434e+06  1.0000000e+02
   134 : -3.0966230e+06  5.0248126e+06  1.0000000e+02
   135 : -3.1908789e+06  5.1196138e+06  1.0000000e+02
   136 : -3.2716566e+06  5.0128403e+06  1.0000000e+02
   137 : -3.3652292e+06  4.9222319e+06  1.0000000e+02
   138 : -3.4831580e+06  4.9082850e+06  1.0000000e+02
   139 : -3.5545976e+06  5.0075305e+06  1.0000000e+02
   140 : -3.6576746e+06  5.0458764e+06  1.0000000e+02
   141 : -3.7657561e+06  5.0409622e+06  1.0000000e+02
   142 : -3.8388291e+06  5.1256122e+06  1.0000000e+02
   143 : -3.8915270e+06  5.2257028e+06  1.0000000e+02
   144 : -3.9614254e+06  5.3130811e+06  1.0000000e+02
   145 : -4.0684524e+06  5.3031548e+06  1.0000000e+02
   146 : -4.1224360e+06  5.2028255e+06  1.0000000e+02
   147 : -4.1483577e+06  5.0936103e+06  1.0000000e+02
   148 : -4.1008602e+06  4.9913857e+06  1.0000000e+02
   149 : -4.0214889e+06  4.9118320e+06  1.0000000e+02
   150 : -3.9252387e+06  4.8551432e+06  1.0000000e+02
   151 : -3.8214575e+06  4.8150975e+06  1.0000000e+02
   152 : -3.7099425e+06  4.7946596e+06  1.0000000e+02
   153 : -3.6628378e+06  4.6965444e+06  1.0000000e+02
   154 : -3.6885732e+06  4.5819084e+06  1.0000000e+02
   155 : -3.6902377e+06  4.4661792e+06  1.0000000e+02
   156 : -3.6766270e+06  4.3895941e+06  5.6282361e+02
   157 : -3.6649777e+06  4.3110974e+06  1.4618749e+02
   158 : -3.6796184e+06  4.1954736e+06  1.0000000e+02
   159 : -3.7436150e+06  4.1001419e+06  1.0000000e+02
   160 : -3.8141311e+06  4.0152402e+06  1.0000000e+02
   161 : -3.8565585e+06  3.9192234e+06  1.0000000e+02
   162 : -3.8637431e+06  3.8544273e+06  1.0000000e+02
   163 : -3.8635974e+06  3.8189213e+06  1.0000000e+02
   164 : -3.8590538e+06  3.7541289e+06  1.0000000e+02
   165 : -3.8467401e+06  3.6504623e+06  1.0000000e+02
   166 : -3.8306198e+06  3.5463261e+06  1.0000000e+02
   167 : -3.8057915e+06  3.4443927e+06  1.0000000e+02
   168 : -3.7714660e+06  3.3458152e+06  1.0000000e+02
   169 : -3.7378158e+06  3.2477011e+06  1.0000000e+02
   170 : -3.7070190e+06  3.1490588e+06  1.0000000e+02
   171 : -3.6657940e+06  3.0549333e+06  1.0000000e+02
   172 : -3.6027366e+06  2.9745321e+06  1.0000000e+02
   173 : -3.5256553e+06  2.9059882e+06  1.0000000e+02
   174 : -3.4548635e+06  2.8259179e+06  1.0000000e+02
   175 : -3.3761697e+06  2.7463253e+06  1.0000000e+02
   176 : -3.2818897e+06  2.6786062e+06  1.0000000e+02
   177 : -3.1679908e+06  2.6714492e+06  1.0000000e+02
   178 : -3.1031931e+06  2.7683914e+06  1.0000000e+02
   179 : -2.9813303e+06  2.7954077e+06  1.0000000e+02
   180 : -2.8802901e+06  2.7544364e+06  1.0000000e+02
   181 : -2.8636899e+06  2.6217334e+06  1.0000000e+02
   182 : -2.8385795e+06  2.4882086e+06  1.0000000e+02
   183 : -2.8220359e+06  2.3489907e+06  1.0000000e+02
   184 : -2.8037161e+06  2.2065076e+06  1.0000000e+02
   185 : -2.8180598e+06  2.0615616e+06  1.0000000e+02
   186 : -2.9024115e+06  1.9385797e+06  1.0000000e+02
   187 : -2.9638470e+06  1.8030197e+06  1.0000000e+02
   188 : -3.0377053e+06  1.6717590e+06  1.0000000e+02
   189 : -3.1582255e+06  1.5768813e+06  1.0000000e+02
   190 : -3.0858836e+06  1.4593164e+06  1.0000000e+02
   191 : -3.0013555e+06  1.3179379e+06  1.0000000e+02
   192 : -3.0084225e+06  1.1580765e+06  1.0000000e+02
   193 : -3.0755608e+06  1.0151581e+06  1.0000000e+02
   194 : -3.0699042e+06  8.8383367e+05  1.0000000e+02
   195 : -3.2010013e+06  1.0060153e+06  1.0000000e+02
   196 : -3.2786257e+06  1.1615033e+06  1.0000000e+02
   197 : -3.3653697e+06  1.3043346e+06  1.0000000e+02
   198 : -3.4382484e+06  1.4467921e+06  1.0000000e+02
   199 : -3.5346250e+06  1.5651508e+06  1.0000000e+02
   200 : -3.6632860e+06  1.6382114e+06  1.0000000e+02
   201 : -3.7976815e+06  1.6898685e+06  1.0000000e+02
   202 : -3.9313118e+06  1.7330433e+06  1.0000000e+02
   203 : -4.0652455e+06  1.7563810e+06  1.0000000e+02
   204 : -4.0755655e+06  1.6417023e+06  1.0000000e+02
   205 : -4.0122856e+06  1.5513756e+06  5.4962807e+02
   206 : -3.9669316e+06  1.4720731e+06  1.0000000e+02
   207 : -3.9310055e+06  1.4245238e+06  1.0000000e+02
   208 : -3.9001079e+06  1.3897769e+06  1.5535462e+02
   209 : -3.8410692e+06  1.3261123e+06  1.0000000e+02
   210 : -3.7858227e+06  1.2623255e+06  1.0000000e+02
   211 : -3.7501998e+06  1.2227545e+06  1.1720270e+02
   212 : -3.7056578e+06  1.1812024e+06  1.0013279e+02
   213 : -3.6343668e+06  1.1369699e+06  1.0000000e+02
   214 : -3.4808574e+06  1.1070680e+06  1.0000000e+02
   215 : -3.3418834e+06  1.0123129e+06  1.0000000e+02
   216 : -3.2813581e+06  8.5456542e+05  1.0000000e+02
   217 : -3.2879427e+06  6.7124399e+05  1.0000000e+02
   218 : -3.2829993e+06  4.8352927e+05  1.0000000e+02
   219 : -3.1813209e+06  3.1126091e+05  1.0000000e+02
   220 : -3.1244556e+06  1.1262984e+05  1.0000000e+02
   221 : -2.9648591e+06  1.1543886e+05  1.0000000e+02
   222 : -2.7970372e+06  3.9605280e+04  1.0000000e+02
   223 : -2.8032609e+06 -1.8460202e+05  1.0000000e+02
   224 : -2.5912434e+06 -2.3434219e+05  1.0000000e+02
   225 :  6.4855741e+06  2.5150853e+06  1.0000000e+02
   226 :  6.7664008e+06  1.5218214e+06  1.0000000e+02
   227 :  6.3273919e+06  6.7543929e+05  4.8279754e+02
   228 :  6.6073733e+06 -5.4651081e+05  1.0000000e+02
   229 :  7.4389664e+06 -1.5089243e+06  1.0000000e+02
   230 :  8.3665174e+06 -2.5378414e+06  1.0000000e+02
   231 :  9.8192485e+06 -2.8730380e+06  1.0000000e+02
   232 :  1.1313728e+07 -2.0182026e+06  1.0000000e+02
   233 :  1.1646011e+07 -2.9169723e+05  1.0000000e+02
   234 :  1.1711486e+07  1.3737026e+06  1.0000000e+02
   235 :  1.3005234e+07  2.1618614e+06  1.0000000e+02
   236 :  1.4729567e+07  3.5003248e+06  1.0000000e+02
   237 :  1.7298712e+07  3.7090240e+06  1.0000000e+02
   238 :  2.0036576e+07  5.4780866e+06  1.0000000e+02
   239 :  2.2688550e+07  8.3752251e+06  1.0000000e+02
   240 :  1.9591111e+07  1.1284681e+07  1.0000000e+02
   241 :  1.5839235e+07  1.1295905e+07  1.0000000e+02
   242 :  1.3263520e+07  1.0874262e+07  1.0000000e+02
   243 :  1.1399744e+07  9.3660290e+06  1.0000000e+02
   244 :  9.4900751e+06  8.6838736e+06  1.0000000e+02
   245 :  7.5694377e+06  8.6568731e+06  1.0000000e+02
   246 :  7.0755321e+06  7.7262279e+06  1.0000000e+02
   247 :  7.4482605e+06  6.3518939e+06  1.0000000e+02
   248 :  6.8590941e+06  4.9986636e+06  1.0000000e+02
   249 :  8.4791801e+05 -9.5894384e+06  1.0000000e+02
   250 :  4.2028840e+05 -8.7096634e+06  1.0000000e+02
   251 : -8.5798087e+05 -9.0927410e+06  1.0000000e+02
   252 : -1.0173282e+06 -7.7196058e+06  1.0000000e+02
   253 :  1.1392105e+05 -7.3434647e+06  1.0000000e+02
   254 :  1.1576898e+06 -7.8775798e+06  1.0000000e+02
   255 :  1.2002842e+06 -6.8369303e+06  1.0000000e+02
   256 :  1.6085165e+06 -5.7487475e+06  1.0000000e+02
   257 :  2.1231808e+06 -4.8262314e+06  1.0000000e+02
   258 :  2.0124197e+06 -4.3470355e+06  1.0000000e+02
   259 :  2.1531968e+06 -4.0747556e+06  1.0000000e+02
   260 :  1.8966895e+06 -3.4205996e+06  1.0000000e+02
   261 :  1.2090246e+06 -3.2313167e+06  1.0000000e+02
   262 :  7.9030432e+05 -3.5476664e+06  1.0000000e+02
   263 :  6.3809322e+05 -4.2842405e+06  1.0000000e+02
   264 : -1.9565487e+05 -3.6128705e+06  1.0000000e+02
   265 :  1.2159208e+05 -2.6960429e+06  1.0000000e+02
   266 : -9.5673826e+04 -2.2055752e+06  1.0000000e+02
   267 : -7.0710223e+05 -2.4492256e+06  1.0000000e+02
   268 : -1.4126219e+06 -1.7497758e+06  1.0000000e+02
   269 : -1.9307681e+06 -9.2996838e+05  1.0000000e+02
   270 : -2.7118978e+06 -6.4149825e+05  1.0000000e+02
   271 : -3.1495420e+06 -8.1836076e+05  1.0000000e+02
   272 : -3.3142807e+06 -1.3349233e+06  1.0000000e+02
   273 : -3.7185006e+06 -1.2822723e+06  1.0000000e+02
   274 : -3.3221041e+06 -1.5451695e+06  1.0000000e+02
   275 : -2.8698294e+06 -1.7689211e+06  1.0000000e+02
   276 : -2.5134456e+06 -2.5327904e+06  1.0000000e+02
   277 : -2.6809121e+06 -3.5212657e+06  1.0000000e+02
   278 : -2.9428032e+06 -4.3576000e+06  1.0000000e+02
   279 : -3.2858123e+06 -4.8662960e+06  1.0000000e+02
   280 : -3.3832787e+06 -5.1419307e+06  1.0496742e+02
   281 : -3.3988177e+06 -5.4936045e+06  1.0000000e+02
   282 : -3.1950831e+06 -6.0662199e+06  4.2738808e+02
   283 : -3.1444438e+06 -6.7657662e+06  1.0000000e+02
   284 : -3.0348991e+06 -7.3276291e+06  1.0000000e+02
   285 : -2.8315617e+06 -7.8171972e+06  1.0000000e+02
   286 : -2.9553356e+06 -7.0428841e+06  1.0000000e+02
   287 : -2.8471014e+06 -6.6737580e+06  1.0000000e+02
   288 : -2.5919116e+06 -7.6124182e+06  1.0000000e+02
   289 : -2.3596933e+06 -8.5818273e+06  1.0000000e+02
   290 : -1.7023016e+06 -9.2555583e+06  1.0000000e+02
   291 : -5.6958038e+05 -9.6910361e+06  1.0000000e+02
   292 :  7.6853794e+05 -1.0493796e+07  1.0000000e+02
   293 :  1.2533883e+07 -2.9497614e+07  1.0000000e+02
   294 :  1.2606633e+07 -2.4059740e+07  1.0000000e+02
   295 :  1.3002220e+07 -2.0173711e+07  1.0000000e+02
   296 :  1.4096238e+07 -1.6566671e+07  1.0000000e+02
   297 :  1.3995333e+07 -1.3203305e+07  1.0000000e+02
   298 :  1.2949714e+07 -1.0491977e+07  1.0000000e+02
   299 :  1.1842356e+07 -8.2708509e+06  1.0000000e+02
   300 :  9.8977330e+06 -9.0055212e+06  1.0000000e+02
   301 :  8.4596521e+06 -1.0090131e+07  1.0000000e+02
   302 :  7.1265878e+06 -9.2739060e+06  1.0000000e+02
   303 :  5.3574376e+06 -9.4975578e+06  1.0000000e+02
   304 :  3.7074529e+06 -9.7308269e+06  1.0000000e+02
   305 :  2.7184364e+06 -1.0185284e+07  1.0000000e+02
   306 :  2.5326645e+06 -1.1870627e+07  1.0000000e+02
   307 :  2.2095462e+06 -1.3161160e+07  1.0000000e+02
   308 :  2.5564875e+06 -1.4206691e+07  1.0000000e+02
   309 :  3.5353767e+06 -1.5357342e+07  1.0000000e+02
   310 :  4.3002157e+06 -1.6131612e+07  1.0000000e+02
   311 :  5.1106516e+06 -1.6342387e+07  1.0000000e+02
   312 :  6.2759867e+06 -1.7407079e+07  1.0000000e+02
   313 :  6.6520055e+06 -1.8772595e+07  1.0000000e+02
   314 :  6.7870155e+06 -1.9440758e+07  1.2095716e+02
   315 :  6.8141530e+06 -1.9801340e+07  1.2318299e+02
   316 :  6.8596590e+06 -2.0210849e+07  2.8017551e+02
   317 :  6.9774464e+06 -2.0787238e+07  3.7861646e+02
   318 :  7.4060235e+06 -2.2129175e+07  1.0000000e+02
   319 :  7.4566440e+06 -2.4875508e+07  1.0000000e+02
   320 :  8.6777603e+06 -2.7603833e+07  1.0000000e+02
   321 :  8.2944547e+06 -3.1143850e+07  1.0000000e+02
   322 :  9.7168418e+06 -3.3481356e+07  1.0000000e+02
   323 : -1.1158608e+08  2.9988975e+07  5.4664901e+02
   324 : -9.2292914e+07  2.5683776e+07  4.1232086e+02
   325 : -8.3360988e+07  1.5918275e+07  1.0000000e+02
   326 : -7.4575667e+07  1.5942781e+07  1.0000000e+02
   327 : -6.7818564e+07  2.4150889e+07  1.0000000e+02
   328 : -5.9973430e+07  2.9756707e+07  1.0000000e+02
   329 : -4.7914852e+07  3.9258145e+07  1.0000000e+02
   330 : -3.0986366e+07  5.3069586e+07  3.9234754e+02
   331 : -8.8306909e+06  5.8354868e+07  1.7709044e+02
   332 :  1.2178528e+07  6.4852889e+07  1.0000000e+02
   333 :  3.3316560e+07  5.2763293e+07  2.7213000e+02
   334 :  5.5919391e+07  4.2103355e+07  2.7014704e+02
   335 :  7.0045850e+07  1.5568993e+07  1.7113936e+02
   336 :  7.3369197e+07 -6.6409547e+06  3.6867230e+02
   337 :  8.2486778e+07 -2.9120803e+07  1.0000000e+02
   338 :  9.1046597e+07 -8.0046518e+07  8.6498920e+02
   339 :  4.3177446e+07 -7.5341049e+07  1.0000000e+02
   340 :  3.0891569e+07 -5.3360825e+07  3.4312269e+02
   341 :  2.5553152e+07 -5.4810580e+07  1.0000000e+02
   342 :  2.5137868e+07 -6.4497477e+07  1.0000000e+02
   343 :  1.9709634e+07 -7.0782760e+07  1.0000000e+02
   344 :  2.4667832e+07 -8.1025891e+07  1.0000000e+02
   345 :  1.3108886e+07 -8.4161739e+07  1.0000000e+02
   346 : -4.9527939e+05 -8.3190397e+07  1.0000000e+02
   347 : -1.2421141e+07 -7.9122456e+07  1.0000000e+02
   348 : -1.9279493e+07 -8.8305154e+07  1.0000000e+02
   349 : -2.8954830e+07 -8.7771589e+07  1.5269255e+02
   350 : -4.2318554e+07 -7.9034488e+07  1.0000000e+02
   351 : -5.5455841e+07 -7.1495604e+07  1.0000000e+02
   352 : -7.0228297e+07 -6.3908200e+07  5.1535822e+02
   353 : -8.7396529e+07 -5.5889768e+07  1.0000000e+02
   354 : -1.0724778e+08 -4.4670191e+07  1.0000000e+02
   355 : -1.1725525e+08 -2.0827565e+07  5.4737123e+02
   356 : -2.1515294e+07  1.2224651e+07  1.0000000e+02
   357 : -2.0642586e+07  1.0938661e+07  1.0000000e+02
   358 : -1.9790298e+07  9.9854019e+06  1.0000000e+02
   359 : -1.8755403e+07  9.4419312e+06  1.0000000e+02
   360 : -1.7686959e+07  9.2331484e+06  1.0000000e+02
   361 : -1.6693239e+07  9.3831603e+06  1.0000000e+02
   362 : -1.5760589e+07  9.5752768e+06  1.0000000e+02
   363 : -1.4886767e+07  9.8458023e+06  1.0000000e+02
   364 : -1.4031979e+07  9.6567485e+06  1.0000000e+02
   365 : -1.3226888e+07  9.6091893e+06  1.0000000e+02
   366 : -1.2469258e+07  9.4266632e+06  1.0000000e+02
   367 : -1.2619967e+07  9.9850541e+06  1.0000000e+02
   368 : -1.3197042e+07  1.0555640e+07  1.0000000e+02
   369 : -1.3162782e+07  1.1288264e+07  1.0000000e+02
   370 : -1.2334191e+07  1.1510317e+07  1.0000000e+02
   371 : -1.1680939e+07  1.1315323e+07  1.0000000e+02
   372 : -1.1217873e+07  1.1102512e+07  1.0000000e+02
   373 : -1.0555451e+07  1.1469175e+07  1.0000000e+02
   374 : -1.0370148e+07  1.2177142e+07  1.0000000e+02
   375 : -1.0411364e+07  1.2941912e+07  1.0000000e+02
   376 : -9.6580124e+06  1.3252696e+07  1.0000000e+02
   377 : -9.5347754e+06  1.4338716e+07  1.0000000e+02
   378 : -8.8683733e+06  1.5899227e+07  1.0000000e+02
   379 : -8.2254427e+06  1.8519560e+07  1.0000000e+02
   380 : -1.0583781e+07  2.1781292e+07  1.0000000e+02
   381 : -1.3643971e+07  1.8716880e+07  1.0000000e+02
   382 : -1.6351656e+07  1.6714590e+07  1.0000000e+02
   383 : -1.9542034e+07  1.6661256e+07  1.0000000e+02
   384 :  2.1182628e+06 -1.2738844e+06  1.0000000e+02
   385 :  1.5732708e+06 -6.0757708e+05  1.0000000e+02
   386 :  7.0260438e+05 -4.5962232e+05  1.0000000e+02
   387 :  6.1436580e+05 -1.3920518e+06  1.0000000e+02
   388 :  1.4980009e+06 -1.9391920e+06  1.0000000e+02
   389 : -1.2458882e+07  7.7850385e+06  1.0000000e+02
   390 : -1.2221230e+07  7.8112266e+06  3.5791193e+02
   391 : -1.2058432e+07  7.6566997e+06  1.0000000e+02
   392 : -1.1823633e+07  7.7231110e+06  1.0000000e+02
   393 : -1.1438064e+07  7.8353649e+06  1.0000000e+02
   394 : -1.0952323e+07  7.9994304e+06  1.9165678e+02
   395 : -1.0598531e+07  8.2520384e+06  1.4132298e+02
   396 : -1.0418667e+07  8.3540510e+06  1.0000000e+02
   397 : -1.0259130e+07  8.4538427e+06  1.0000000e+02
   398 : -1.0040655e+07  8.5946455e+06  4.1949543e+02
   399 : -9.6975935e+06  8.8318524e+06  1.0000000e+02
   400 : -9.6265215e+06  9.3442943e+06  1.0000000e+02
   401 : -9.1792053e+06  9.3878293e+06  3.6288564e+02
   402 : -8.8698152e+06  9.3452792e+06  1.0486862e+03
   403 : -8.7253004e+06  9.4493677e+06  1.0000000e+02
   404 : -8.5869888e+06  9.7670035e+06  1.0000000e+02
   405 : -9.0608630e+06  9.8897442e+06  1.0000000e+02
   406 : -9.5380669e+06  9.7744805e+06  1.0000000e+02
   407 : -1.0048174e+07  9.5338372e+06  1.0000000e+02
   408 : -1.0603002e+07  9.4242136e+06  1.0000000e+02
   409 : -1.1224007e+07  9.4626331e+06  1.0000000e+02
   410 : -1.1825400e+07  9.2018735e+06  1.0000000e+02
   411 : -1.1867831e+07  8.5832115e+06  1.0000000e+02
   412 : -1.2358460e+07  8.1806152e+06  1.0000000e+02
   413 : -1.2996640e+07  7.9529848e+06  1.0000000e+02
   414 : -5.9031504e+06  1.1510451e+07  1.0000000e+02
   415 : -5.9492345e+06  1.1054971e+07  1.0000000e+02
   416 : -5.7938806e+06  1.0868123e+07  1.0000000e+02
   417 : -5.4961013e+06  1.0550862e+07  1.0000000e+02
   418 : -5.6427381e+06  1.0175215e+07  1.0000000e+02
   419 : -5.2486810e+06  1.0080900e+07  1.0000000e+02
   420 : -5.0156742e+06  1.0326331e+07  1.0000000e+02
   421 : -4.8483815e+06  1.0722636e+07  1.0000000e+02
   422 : -4.6475585e+06  1.1133466e+07  1.0000000e+02
   423 : -4.3478226e+06  1.1553503e+07  1.0000000e+02
   424 : -4.2380324e+06  1.2080405e+07  1.0000000e+02
   425 : -5.0231575e+06  1.2481545e+07  1.0000000e+02
   426 :  1.1388037e+07  1.3289749e+07  1.0000000e+02
   427 :  1.1201620e+07  1.2197755e+07  1.0000000e+02
   428 :  1.3566141e+07  1.2920246e+07  1.0000000e+02
   429 :  8.1238880e+05 -2.0851587e+06  1.0000000e+02
   430 :  5.8395073e+05 -2.2655508e+06  1.0000000e+02
   431 : -2.9784270e+06  1.2452841e+07  1.0000000e+02
